,Expected_Return,Downside_Risk
SAIL,-0.05169739016463888,0.30010537363615314
SAKHTISUG,-0.0509686284367323,0.3375943005779553
SAKSOFT,0.28026415166950713,0.3554166588458899
SAKUMA,0.18407664218178263,0.7670433946879243
SANDESH,0.09521364651172666,0.24283593806501802
SANGAMIND,0.14494475200714171,0.32327915054485823
SARDAEN,0.15188278917905107,0.34165543750807603
SASKEN,0.16188269979653389,0.2611435613292614
SASTASUNDR,0.14504223244945838,0.3361834071030617
SCHAEFFLER,0.24436535683776142,0.16931545417056257
SCI,0.013150216411078466,0.29877347577627344
SEAMECLTD,0.17666791458713682,0.2955616896563382
SEMAC,0.09029077690015261,0.3164491302602719
SEPC,-0.20001209910752146,0.365769721387597
SESHAPAPER,0.14709818482011883,0.28360174438715124
SGL,0.07826430533249512,0.3658242191110662
SHAH,0.055516815747707664,0.4251111302883184
SHAKTIPUMP,0.19333121384554075,0.31134772277602313
SHALPAINTS,0.07829695609894419,0.33568954192491623
SHILPAMED,0.08887791256438482,0.2813113235509366
SHIVAMAUTO,0.06018044870722472,0.3272598487801394
SHOPERSTOP,0.061701512279147296,0.240601204969227
SHREECEM,0.22523158466711451,0.1932823990483607
SHREERAMA,0.04215431948410574,0.37369473121154817
SHREYANIND,0.16649662355720257,0.37900241704310966
SIEMENS,0.11501877223571493,0.2135427529915586
SIGMAADV,-0.003080553388591343,0.41026951874712153
SIMBHALS,-0.061233338004680275,0.39029983285350733
SIMPLEXINF,-0.16457755941886668,0.3392943913267876
SIYSIL,0.16300332688620084,0.28779163049582246
SJVN,0.03742583313422466,0.1737367329662094
SKFINDIA,0.17272374477406863,0.16817312725972225
SMSPHARMA,0.10933069292076318,0.28470948626762616
SOBHA,0.06065529618960505,0.28216373895097757
SOLARINDS,0.2906074447594814,0.17639735115097654
SOMANYCERA,0.22168984567504807,0.29116980554700783
SONATSOFTW,0.29783510809297564,0.2619518560967408
SOTL,0.08290869598523287,0.2369033796166749
